Product,DeviceCategory,session_id,total_cost,impression_count
Exchange Bidding,Smartphone,189308_5000,0.061349999999999995,26
Ad Exchange,Smartphone,191712_1013,0.06116,65
Ad Exchange,Desktop,190728_2004,0.061017999999999996,125
Exchange Bidding,Smartphone,188614_1263,0.060869,50
Ad Exchange,Desktop,192566_3038,0.060867,153
Exchange Bidding,Smartphone,191481_1070,0.060825,13
Ad Exchange,Smartphone,191481_1070,0.060787999999999995,34
Exchange Bidding,Smartphone,187083_2030,0.06061,24
Ad Exchange,Smartphone,187084_1245,0.060452,39
Ad Exchange,Tablet,187022_1018,0.06034,23
Exchange Bidding,Desktop,186853_3000,0.059939,58
Exchange Bidding,Smartphone,192155_3024,0.059919,22
Exchange Bidding,Smartphone,185819_3006,0.059752,29
Exchange Bidding,Tablet,192344_2000,0.059426999999999994,66
Exchange Bidding,Desktop,191434_3000,0.059358999999999995,83
Exchange Bidding,Desktop,191946_2000,0.059355,42
Exchange Bidding,Desktop,191421_3012,0.059335,66
Ad Exchange,Tablet,190951_1000,0.059046,19
Ad Exchange,Desktop,186746_3020,0.058917,86
Exchange Bidding,Desktop,191464_3012,0.05885,98
Ad Exchange,Tablet,188952_1036,0.058642,39
Exchange Bidding,Desktop,192141_3000,0.058628,72
Ad Exchange,Desktop,190342_3000,0.058609999999999995,120
Exchange Bidding,Smartphone,191558_1001,0.058383,26
Ad Exchange,Smartphone,190658_1023,0.058342,122
Ad Exchange,Desktop,191144_3000,0.058191,39
Ad Exchange,Tablet,191719_1017,0.058133,165
Ad Exchange,Smartphone,192144_1033,0.058119,37
Exchange Bidding,Desktop,191436_3012,0.05801,76
Ad Exchange,Tablet,192744_1001,0.05758,64
Exchange Bidding,Smartphone,190551_1006,0.057555999999999996,22
Ad Exchange,Desktop,192382_2000,0.057533,145
Exchange Bidding,Desktop,192342_3029,0.057475,67
Ad Exchange,Tablet,191666_1021,0.057337,12
Exchange Bidding,Desktop,190712_3008,0.05731,123
Exchange Bidding,Smartphone,191741_3000,0.05726,42
Ad Exchange,Smartphone,185819_3006,0.057228999999999995,36
Exchange Bidding,Smartphone,191313_1000,0.057172,33
Exchange Bidding,Desktop,192149_3024,0.057110999999999995,89
Ad Exchange,Smartphone,173808_1059,0.056824,39
Exchange Bidding,Smartphone,192670_1000,0.056819999999999996,35
Exchange Bidding,Smartphone,192574_1000,0.056482,46
Exchange Bidding,Desktop,186746_3008,0.056452999999999996,65
Ad Exchange,Desktop,a28ff76e-b06d-4388-83c3-5c62b2087ff4,0.056331,75
Exchange Bidding,Desktop,186763_3032,0.055838,34
Exchange Bidding,Desktop,192141_3026,0.055746,51
Ad Exchange,Desktop,191931_2005,0.055737999999999996,114
Exchange Bidding,Desktop,191384_3028,0.055538,92
Exchange Bidding,Smartphone,191987_1015,0.055224999999999996,26
Exchange Bidding,Smartphone,191654_1005,0.055168,33
Ad Exchange,Smartphone,191733_1001,0.055165,31
Exchange Bidding,Desktop,192261_3012,0.055076,58
Ad Exchange,Smartphone,192194_1011,0.054897,24
Exchange Bidding,Smartphone,185778_1017,0.054645,19
Exchange Bidding,Tablet,191931_2007,0.054618,55
Ad Exchange,Smartphone,185604_1017,0.054598999999999995,88
Exchange Bidding,Smartphone,190658_1021,0.05445,39
Exchange Bidding,Smartphone,188725_3022,0.05431,28
Exchange Bidding,Tablet,192703_1001,0.054120999999999996,25
Exchange Bidding,Smartphone,189484_1157,0.054006,38
Exchange Bidding,Desktop,188862_3012,0.053931,45
Ad Exchange,Smartphone,191975_1016,0.053814999999999995,37
Exchange Bidding,Smartphone,192003_1003,0.053613999999999995,30
Exchange Bidding,Smartphone,190052_1034,0.053515,55
Exchange Bidding,Desktop,192261_3008,0.05345,42
Exchange Bidding,Smartphone,192745_1005,0.05316,158
Ad Exchange,Desktop,190958_3005,0.052954,189
Exchange Bidding,Tablet,190728_2003,0.05293,25
Exchange Bidding,Smartphone,190551_1032,0.052827,30
Exchange Bidding,Smartphone,191975_1017,0.052766999999999994,69
Exchange Bidding,Smartphone,190937_1010,0.052707,24
Exchange Bidding,Smartphone,192674_1000,0.052517999999999995,49
Ad Exchange,Smartphone,185833_1007,0.052479,51
Ad Exchange,Smartphone,190938_1002,0.052238999999999994,31
Exchange Bidding,Desktop,186746_3000,0.052192999999999996,17
Ad Exchange,Tablet,192745_1005,0.052053999999999996,214
Exchange Bidding,Desktop,192143_3028,0.051940999999999994,36
Ad Exchange,Smartphone,186970_1165,0.051889,21
Exchange Bidding,Tablet,188865_1014,0.051886,23
Ad Exchange,Smartphone,192378_1000,0.051855,134
Exchange Bidding,Tablet,192332_1003,0.051806,12
Ad Exchange,Smartphone,192152_3014,0.051779,14
Exchange Bidding,Tablet,191719_1017,0.051493,73
Ad Exchange,Desktop,192370_3054,0.051439,153
Ad Exchange,Smartphone,191480_1084,0.051438,18
Ad Exchange,Smartphone,192668_1004,0.051286,76
Exchange Bidding,Smartphone,191864_1024,0.051067999999999995,9
Exchange Bidding,Desktop,188943_3037,0.050511,46
Ad Exchange,Smartphone,192377_1000,0.05021,111
Ad Exchange,Smartphone,191399_9008,0.050089999999999996,128
Exchange Bidding,Smartphone,187841_1000,0.050044,24
Exchange Bidding,Smartphone,190082_1037,0.049610999999999995,54
Exchange Bidding,Smartphone,191022_1016,0.049552,28
Exchange Bidding,Smartphone,189159_5012,0.049405,17
Exchange Bidding,Smartphone,191711_1001,0.049403,27
Exchange Bidding,Desktop,192337_3072,0.049401,61
Ad Exchange,Smartphone,191608_1011,0.049317999999999994,49
Exchange Bidding,Smartphone,191590_1007,0.049194999999999996,67
Ad Exchange,Tablet,192582_1003,0.049159999999999995,6
Exchange Bidding,Smartphone,192663_1005,0.049118999999999996,38
Ad Exchange,Smartphone,191480_1091,0.048739,23
Exchange Bidding,Smartphone,192221_1002,0.048726,30
Exchange Bidding,Smartphone,191934_2007,0.04847099999999999,33
Exchange Bidding,Smartphone,191712_1013,0.048325,43
Ad Exchange,Tablet,192084_1015,0.048241,52
Ad Exchange,Smartphone,192005_3240,0.048163,22
Exchange Bidding,Tablet,192197_1002,0.048152999999999994,29
Exchange Bidding,Tablet,191666_1021,0.047824,3
Ad Exchange,Smartphone,d52c883c-c677-48c6-8f0d-8c9b004a30e7,0.047719,10
Ad Exchange,Smartphone,192673_1005,0.047416,33
Exchange Bidding,Smartphone,192300_1002,0.047203999999999996,38
Exchange Bidding,Desktop,191056_3000,0.047198,47
Ad Exchange,Smartphone,190665_1053,0.047145,21
Exchange Bidding,Desktop,192141_3003,0.046776,63
Exchange Bidding,Smartphone,192375_1000,0.046761,32
Exchange Bidding,Tablet,192734_1000,0.046744999999999995,74
Exchange Bidding,Desktop,191144_3006,0.046722,62
Exchange Bidding,Desktop,190928_3091,0.046673,53
Exchange Bidding,Smartphone,186975_5008,0.046622,16
Exchange Bidding,Desktop,185947_3002,0.046464,62
Exchange Bidding,Tablet,167551_1000,0.046390999999999995,54
Exchange Bidding,Smartphone,189309_2110,0.046286999999999995,25
Ad Exchange,Tablet,190699_1051,0.046154,7
Ad Exchange,Smartphone,192571_1002,0.046126,11
Ad Exchange,Desktop,186746_3000,0.04605,47
Exchange Bidding,Desktop,192586_3025,0.046002999999999995,23
Ad Exchange,Smartphone,192140_1016,0.045751,38
Ad Exchange,Desktop,186763_3042,0.045432,51
Exchange Bidding,Smartphone,186808_1028,0.044898,35
Exchange Bidding,Tablet,192160_1017,0.044766,57
Exchange Bidding,Desktop,191943_2000,0.044733999999999996,84
Exchange Bidding,Smartphone,186567_3019,0.04466,19
Exchange Bidding,Desktop,192146_3007,0.04436999999999999,13
Ad Exchange,Desktop,bad60daf-a8c2-43a3-8f72-7bb3a7fbd770,0.044308,32
Ad Exchange,Desktop,190972_3005,0.044278,129
Exchange Bidding,Smartphone,191961_1007,0.044236,61
Ad Exchange,Smartphone,187369_1020,0.044118,64
Ad Exchange,Smartphone,191767_3116,0.044032,15
Exchange Bidding,Desktop,26956_1026,0.043898,68
Exchange Bidding,Desktop,190773_3009,0.043875,34
Ad Exchange,Tablet,179218_1067,0.043852,18
Exchange Bidding,Tablet,192277_1001,0.04376,18
Exchange Bidding,Smartphone,191399_1047,0.04367,26
Exchange Bidding,Desktop,186763_3066,0.043574999999999996,26
Exchange Bidding,Tablet,190052_1034,0.043521,47
Exchange Bidding,Desktop,186763_3042,0.043303,57
Ad Exchange,Smartphone,190479_1014,0.04328,103
Ad Exchange,Smartphone,f2e9fcbd-0c6c-4c22-b351-31528197fc45,0.043212,12
Exchange Bidding,Smartphone,5b361d5b-cf90-4833-972b-30ae96cf2253,0.043206999999999995,10
Exchange Bidding,Desktop,4cc3abb9-6f6b-404a-9254-6082df5fca07,0.043149,20
Ad Exchange,Desktop,186763_3032,0.043137999999999996,58
Ad Exchange,Desktop,bc9fdfc2-7f32-47fc-a8b2-ec0b0a474f50,0.042996,58
Exchange Bidding,Smartphone,189484_1153,0.042918,22
Exchange Bidding,Desktop,190714_3021,0.042865,41
Exchange Bidding,Smartphone,192754_1000,0.042727,51
Ad Exchange,Desktop,06a1fe44-242f-4d65-809b-596999387898,0.042718,57
Exchange Bidding,Smartphone,192107_1006,0.042348,27
Exchange Bidding,Smartphone,191870_1003,0.042289999999999994,24
Ad Exchange,Desktop,a342a6c3-062d-493e-8792-fa191d36767c,0.042259,37
Ad Exchange,Tablet,192101_1004,0.042073,40
Exchange Bidding,Smartphone,192142_1009,0.041429,47
Exchange Bidding,Desktop,192141_3010,0.041409999999999995,18
Exchange Bidding,Smartphone,191218_1007,0.0414,28
Ad Exchange,Desktop,192149_3030,0.041384,95
Exchange Bidding,Desktop,187160_3050,0.041245,46
Exchange Bidding,Smartphone,190727_2000,0.041087,37
Ad Exchange,Smartphone,192323_1002,0.041066,18
Exchange Bidding,Smartphone,191637_1011,0.040737999999999996,25
Exchange Bidding,Smartphone,192042_1002,0.040727,11
Ad Exchange,Smartphone,191590_1006,0.040727,34
Ad Exchange,Desktop,192141_3010,0.040633999999999997,66
Exchange Bidding,Smartphone,25804_3002,0.040542999999999996,24
Exchange Bidding,Smartphone,187031_1016,0.040541,35
Ad Exchange,Tablet,181415_1934,0.040317,61
Exchange Bidding,Desktop,186866_3022,0.040111,52
Ad Exchange,Tablet,179223_1022,0.040064,7
Ad Exchange,Tablet,191187_1032,0.039738,20
Ad Exchange,Tablet,191722_2000,0.039612999999999995,63
Exchange Bidding,Smartphone,186816_1007,0.039514999999999995,52
Exchange Bidding,Smartphone,192745_1003,0.039465,94
Ad Exchange,Smartphone,192294_1000,0.039361999999999994,43
Ad Exchange,Desktop,192645_2002,0.039339,74
Ad Exchange,Tablet,190906_1012,0.039283,84
Exchange Bidding,Tablet,191987_1015,0.039175,34
Ad Exchange,Tablet,190066_1030,0.039112,42
Exchange Bidding,Desktop,191731_3002,0.03895,73
Exchange Bidding,Desktop,191939_2005,0.038855999999999995,50
Ad Exchange,Smartphone,185843_3009,0.038638,14
Ad Exchange,Tablet,188943_1036,0.038542999999999994,13
Exchange Bidding,Smartphone,192197_1002,0.038528,35
Exchange Bidding,Smartphone,190658_1024,0.038499,21
Ad Exchange,Tablet,191721_2001,0.038197999999999996,73
Exchange Bidding,Tablet,192672_1004,0.038153,40
Exchange Bidding,Smartphone,191481_1066,0.037977,27
Ad Exchange,Smartphone,188640_2004,0.037968999999999996,25
Exchange Bidding,Desktop,192057_3016,0.037772999999999994,35
Ad Exchange,Smartphone,192663_1005,0.03755,33
Ad Exchange,Desktop,186763_3022,0.037537,156
Ad Exchange,Tablet,191399_1009,0.03751,35
Exchange Bidding,Desktop,191759_3161,0.037503999999999996,53
Exchange Bidding,Tablet,190728_2004,0.037411,15
Ad Exchange,Smartphone,191435_1022,0.037308999999999995,30
Exchange Bidding,Desktop,191838_3050,0.037304,53
Ad Exchange,Smartphone,192005_3228,0.037271,13
Exchange Bidding,Tablet,190728_2000,0.03727,29
Exchange Bidding,Smartphone,188513_1031,0.037206,33
Exchange Bidding,Smartphone,191909_1006,0.037156999999999996,14
Exchange Bidding,Smartphone,185547_3014,0.036646,30
Ad Exchange,Smartphone,191399_1047,0.036641,24
Exchange Bidding,Desktop,190971_3007,0.036548,50
Exchange Bidding,Smartphone,190662_3002,0.036518,19
Exchange Bidding,Desktop,191654_3010,0.036432,35
Exchange Bidding,Desktop,190552_3018,0.036379999999999996,56
Ad Exchange,Tablet,192003_1003,0.036375,19
Ad Exchange,Desktop,191759_3161,0.036313,103
Ad Exchange,Tablet,192129_1004,0.036286,54
Ad Exchange,Tablet,191987_1015,0.036282999999999996,30
Ad Exchange,Desktop,192337_3094,0.03626,64
Ad Exchange,Smartphone,189507_1014,0.036211,25
Exchange Bidding,Desktop,188535_3139,0.036191,48
Exchange Bidding,Smartphone,190699_1051,0.036183999999999994,22
Exchange Bidding,Tablet,192338_2000,0.036156,27
Exchange Bidding,Smartphone,190725_2001,0.036149,37
Exchange Bidding,Desktop,186728_3121,0.035983,52
Exchange Bidding,Desktop,190728_2004,0.035962999999999995,49
Ad Exchange,Desktop,192342_3063,0.035822,137
Ad Exchange,Smartphone,192107_1012,0.035783999999999996,48
Ad Exchange,Smartphone,191864_1002,0.035724,14
Ad Exchange,Tablet,191738_1000,0.035662,19
Ad Exchange,Desktop,192143_3012,0.035639,42
Ad Exchange,Desktop,192141_3006,0.035433,29
Ad Exchange,Desktop,8e00f9de-bd47-44b4-9e43-937cb50959e9,0.035428999999999995,30
Exchange Bidding,Smartphone,192684_1003,0.035266,39
Exchange Bidding,Desktop,191056_3004,0.035253,53
Ad Exchange,Smartphone,192672_1005,0.035177,53
Ad Exchange,Tablet,191931_2008,0.035102999999999995,50
Ad Exchange,Tablet,192129_1003,0.035045,101
Ad Exchange,Tablet,192013_1014,0.035003,38
Exchange Bidding,Smartphone,190044_1066,0.034952,10
Ad Exchange,Desktop,188345_3018,0.034879,106
Exchange Bidding,Smartphone,191312_3046,0.034849,19
Exchange Bidding,Desktop,191405_3026,0.034783,33
Exchange Bidding,Desktop,192371_3022,0.034783,39
Ad Exchange,Desktop,192220_3002,0.034765,55
Exchange Bidding,Smartphone,192201_1003,0.034699999999999995,46
Exchange Bidding,Smartphone,191444_1003,0.034635,22
Exchange Bidding,Smartphone,191312_3042,0.034557,29
Exchange Bidding,Smartphone,190259_1004,0.034411,28
Exchange Bidding,Smartphone,192670_1004,0.034346999999999996,27
Ad Exchange,Smartphone,192160_1019,0.034345,18
Ad Exchange,Tablet,188943_1018,0.034186,11
Exchange Bidding,Tablet,192761_1000,0.034023,35
Exchange Bidding,Smartphone,192076_1012,0.033996,14
Ad Exchange,Desktop,d82d5108-570b-4791-a0d5-9b7af9a88674,0.033774,56
Exchange Bidding,Desktop,192337_3034,0.033748,75
Ad Exchange,Smartphone,191480_1089,0.033413,17
Exchange Bidding,Smartphone,185622_1005,0.033375,17
Exchange Bidding,Tablet,191722_2003,0.033325999999999995,7
Ad Exchange,Smartphone,192198_1000,0.033309,10
Ad Exchange,Desktop,191437_3026,0.03322,52
Ad Exchange,Smartphone,190660_1004,0.032936,15
Ad Exchange,Smartphone,a88f1b54-a940-471f-9a3e-fda8838e0707,0.032798,11
Exchange Bidding,Smartphone,192745_1004,0.032728,113
Ad Exchange,Smartphone,191637_1002,0.032692,28
Exchange Bidding,Desktop,06a1fe44-242f-4d65-809b-596999387898,0.032678,25
Exchange Bidding,Smartphone,191703_1047,0.03261,23
Ad Exchange,Desktop,192586_3023,0.03256,25
Exchange Bidding,Smartphone,191637_1006,0.032476,26
Exchange Bidding,Desktop,189470_3080,0.032473,51
Exchange Bidding,Smartphone,187369_1020,0.032454,38
Ad Exchange,Desktop,a98f085d-2c59-421e-8abe-091471e39615,0.032215999999999995,39
Exchange Bidding,Smartphone,189600_5004,0.031903999999999995,15
Exchange Bidding,Smartphone,184850_1054,0.031791,20
Exchange Bidding,Desktop,190337_3020,0.031772999999999996,45
Ad Exchange,Tablet,190797_1015,0.031688999999999995,62
Ad Exchange,Desktop,faf5e2be-33e4-4a8c-8576-72630d8b101c,0.03156,32
Exchange Bidding,Smartphone,191399_1009,0.031499,22
Exchange Bidding,Desktop,191382_3016,0.031345,46
Exchange Bidding,Smartphone,191702_1045,0.031324,29
Exchange Bidding,Tablet,192377_1000,0.031238,50
Exchange Bidding,Smartphone,192144_1031,0.031150999999999998,21
Ad Exchange,Desktop,68b8945b-db1f-4bdb-8537-7012edb31bbb,0.031122999999999998,47
Ad Exchange,Desktop,191436_3006,0.030975,155
Ad Exchange,Desktop,191929_2005,0.030927,69
Exchange Bidding,Tablet,190906_1012,0.030904,31
Ad Exchange,Smartphone,188384_5003,0.030656999999999997,47
Exchange Bidding,Smartphone,190830_1009,0.030639,21
Exchange Bidding,Smartphone,190046_1115,0.03049,34
Exchange Bidding,Smartphone,190479_1014,0.030438999999999997,38
Exchange Bidding,Tablet,192710_1000,0.030411,45
Exchange Bidding,Smartphone,191144_3128,0.030216999999999997,27
Exchange Bidding,Smartphone,6e524896-01f6-4756-809e-a790444bcde2,0.030135,6
Exchange Bidding,Tablet,188943_1023,0.030105,19
Ad Exchange,Tablet,192124_2007,0.03008,108
Ad Exchange,Smartphone,192340_2000,0.030039999999999997,22
Exchange Bidding,Smartphone,192279_1000,0.029973999999999997,35
Exchange Bidding,Smartphone,179218_1067,0.029793999999999998,32
Ad Exchange,Tablet,550fbfbd-bc6e-48a3-ac0f-2aec4f7baa84,0.029783,41
Exchange Bidding,Desktop,192342_3084,0.029714,12
Exchange Bidding,Smartphone,192348_2002,0.029661999999999997,26
Exchange Bidding,Smartphone,191870_1017,0.029615999999999996,25
Ad Exchange,Desktop,191587_3088,0.029602,64
Ad Exchange,Desktop,191543_3159,0.02954,48
Ad Exchange,Tablet,190791_9002,0.029514,40
Exchange Bidding,Desktop,192337_3006,0.029457999999999998,43
Ad Exchange,Tablet,186217_3011,0.029398,20
Ad Exchange,Tablet,669344de-7ed5-41ef-90ab-9b3a12df3a54,0.029355999999999997,37
Exchange Bidding,Smartphone,191590_1006,0.029254999999999996,15
Ad Exchange,Desktop,275565b9-9cd0-46ab-b9a0-120c7eb26f54,0.029109999999999997,2
Exchange Bidding,Desktop,187128_3000,0.029079,12
Exchange Bidding,Tablet,191444_1003,0.028884,28
Ad Exchange,Tablet,190067_1033,0.028880999999999997,107
Ad Exchange,Desktop,191464_3004,0.028768,67
Exchange Bidding,Desktop,191935_3002,0.02872,9
Ad Exchange,Tablet,191722_2003,0.028597,7
Exchange Bidding,Smartphone,190371_1101,0.028475999999999998,17
Exchange Bidding,Tablet,192643_2003,0.028460999999999997,25
Ad Exchange,Tablet,192672_1004,0.028436999999999997,42
Ad Exchange,Tablet,192325_1008,0.028252,7
Exchange Bidding,Smartphone,192160_1014,0.028239999999999998,22
Exchange Bidding,Tablet,179218_1067,0.028192,22
Exchange Bidding,Smartphone,192671_1004,0.028192,41
Exchange Bidding,Smartphone,191756_3156,0.028083999999999998,27
Exchange Bidding,Smartphone,191870_1005,0.028003999999999998,23
Ad Exchange,Tablet,cf2a0077-872c-4720-b37b-a014ebcc0d92,0.027901,73
Exchange Bidding,Smartphone,191931_2005,0.027889999999999998,30
Exchange Bidding,Smartphone,189774_1006,0.027885999999999998,11
Ad Exchange,Smartphone,192343_2000,0.027847999999999998,32
Exchange Bidding,Desktop,192143_3012,0.027835,22
Exchange Bidding,Tablet,186728_3121,0.027798999999999997,11
Ad Exchange,Smartphone,191864_1030,0.027712,133
Exchange Bidding,Smartphone,188952_1031,0.027665,12
Ad Exchange,Tablet,188313_1017,0.027663,14
Ad Exchange,Tablet,191946_2000,0.027517999999999997,69
Ad Exchange,Smartphone,192076_1014,0.027368999999999997,17
Exchange Bidding,Smartphone,191722_2004,0.027329,7
Exchange Bidding,Smartphone,192683_1001,0.027245,25
Exchange Bidding,Smartphone,190938_1002,0.027229,9
Ad Exchange,Desktop,0686b13a-81e6-49f8-a2a8-4069c9d7ff19,0.027112999999999998,3
Exchange Bidding,Desktop,191931_2008,0.027100999999999997,15
Ad Exchange,Smartphone,191637_1011,0.026948,23
Ad Exchange,Tablet,192668_1000,0.026916999999999996,20
Ad Exchange,Desktop,192261_3006,0.026854,45
Ad Exchange,Desktop,192672_1003,0.026848999999999998,20
Exchange Bidding,Smartphone,185604_1017,0.026774,42
Exchange Bidding,Desktop,191436_3014,0.026744999999999998,45
Exchange Bidding,Desktop,191419_3088,0.026508,45
Exchange Bidding,Desktop,192586_3023,0.026369999999999998,27
Exchange Bidding,Tablet,167576_1123,0.0263,12
Exchange Bidding,Desktop,192143_3002,0.026241,35
Ad Exchange,Smartphone,192196_1016,0.026240999999999997,14
Exchange Bidding,Smartphone,191858_3054,0.026227999999999998,12
Ad Exchange,Tablet,192674_1000,0.026066,27
Ad Exchange,Tablet,192291_1000,0.026048,29
Exchange Bidding,Smartphone,175915_1057,0.026012,36
Exchange Bidding,Smartphone,191756_3160,0.025838,15
Exchange Bidding,Desktop,187160_3016,0.025723,12
Ad Exchange,Desktop,190667_3032,0.025654999999999997,13
Exchange Bidding,Smartphone,185833_1011,0.025602,37
Exchange Bidding,Smartphone,186205_3030,0.025568,11
Exchange Bidding,Smartphone,191864_1030,0.025468,28
Exchange Bidding,Desktop,190783_3000,0.025434,40
Ad Exchange,Smartphone,190407_3002,0.025424,43
Ad Exchange,Desktop,4cc3abb9-6f6b-404a-9254-6082df5fca07,0.025356999999999998,18
Exchange Bidding,Desktop,191382_3038,0.025334,35
Ad Exchange,Smartphone,192196_1022,0.025248,17
Ad Exchange,Smartphone,191906_3008,0.025207,22
Exchange Bidding,Tablet,191939_2013,0.025169999999999998,27
Exchange Bidding,Smartphone,166578_1027,0.02516,24
Exchange Bidding,Smartphone,192201_1004,0.025109,39
Exchange Bidding,Smartphone,191396_1012,0.025078,14
Exchange Bidding,Tablet,188952_1036,0.024992999999999998,10
Exchange Bidding,Desktop,191461_3038,0.024893,31
Ad Exchange,Desktop,186746_3004,0.024759999999999997,19
Ad Exchange,Tablet,192101_1006,0.024713,57
Ad Exchange,Tablet,192139_1004,0.024710999999999997,8
Exchange Bidding,Smartphone,189521_1010,0.024672,19
Exchange Bidding,Desktop,186866_3090,0.024655999999999997,36
Exchange Bidding,Smartphone,192346_2000,0.024652,24
Exchange Bidding,Tablet,190548_1019,0.0246,31
Ad Exchange,Desktop,192337_3064,0.024564,106
Exchange Bidding,Tablet,190699_1051,0.02448,8
Exchange Bidding,Smartphone,190066_1030,0.024443,33
Ad Exchange,Tablet,192670_1005,0.024433,18
Exchange Bidding,Smartphone,192155_3026,0.024408,21
Ad Exchange,Desktop,186853_3026,0.024213,29
Ad Exchange,Desktop,192342_3028,0.024199,48
Exchange Bidding,Tablet,189501_1054,0.024065999999999997,15
Exchange Bidding,Tablet,192036_1003,0.023989,15
Ad Exchange,Desktop,192383_2000,0.023969999999999998,74
Ad Exchange,Smartphone,188513_1030,0.023923,48
Exchange Bidding,Smartphone,188112_1012,0.023882,20
Ad Exchange,Smartphone,191846_1038,0.023851999999999998,5
Exchange Bidding,Smartphone,190660_1000,0.023851999999999998,19
Ad Exchange,Desktop,191654_3005,0.023829,57
Ad Exchange,Tablet,192671_1001,0.023821,20
Exchange Bidding,Desktop,191437_3026,0.023792999999999998,42
Exchange Bidding,Smartphone,191590_1028,0.023746999999999997,39
Ad Exchange,Smartphone,190090_1065,0.023681999999999998,28
Ad Exchange,Desktop,8012302b-f50d-41f8-8b71-d91d3ce29910,0.023666,16
Ad Exchange,Desktop,4e8adbb7-b835-4e6c-95a8-badd35bb31ae,0.023618999999999998,25
Ad Exchange,Smartphone,191590_1028,0.023593,51
Exchange Bidding,Smartphone,191858_3048,0.023563999999999998,21
Exchange Bidding,Smartphone,192139_1004,0.023561,24
Ad Exchange,Smartphone,192580_1011,0.023407999999999998,54
Ad Exchange,Tablet,192745_1004,0.023348999999999998,191
Ad Exchange,Tablet,192744_1000,0.023308,24
Ad Exchange,Smartphone,189499_1015,0.023275999999999998,23
Exchange Bidding,Desktop,192261_3041,0.023271999999999998,40
Ad Exchange,Desktop,bcba277e-8c47-4a1c-8c95-bf14fb557438,0.023242,12
Exchange Bidding,Smartphone,192155_3030,0.023149,21
Exchange Bidding,Smartphone,191721_2001,0.023032999999999998,26
Exchange Bidding,Smartphone,192067_1005,0.023021,14
Exchange Bidding,Desktop,190342_3000,0.023007,21
Exchange Bidding,Smartphone,192081_1019,0.022975,30
Exchange Bidding,Tablet,188943_1031,0.022966999999999998,18
Ad Exchange,Smartphone,192569_1004,0.022941999999999997,28
Exchange Bidding,Tablet,192673_1001,0.022927999999999997,13
Exchange Bidding,Smartphone,192144_1033,0.022921,15
Exchange Bidding,Tablet,192221_1000,0.022907999999999998,19
Exchange Bidding,Tablet,192186_1012,0.022706999999999998,23
Ad Exchange,Desktop,191946_2000,0.022698999999999997,39
Ad Exchange,Tablet,190479_1014,0.022449,13
Exchange Bidding,Desktop,191587_3088,0.022404999999999998,49
Exchange Bidding,Smartphone,191961_1004,0.022379999999999997,34
Exchange Bidding,Smartphone,191756_3158,0.02234,23
Ad Exchange,Tablet,47681fcc-98c7-4ade-b94c-f451f9b0c922,0.022334,8
Ad Exchange,Desktop,191864_3014,0.022299,101
Exchange Bidding,Smartphone,192155_3002,0.022226,15
Ad Exchange,Desktop,192261_3012,0.022132,26
Ad Exchange,Smartphone,191932_1016,0.022053999999999997,22
Exchange Bidding,Tablet,192101_1004,0.022014,32
Ad Exchange,Desktop,192586_3026,0.021908,43
Ad Exchange,Smartphone,191224_1004,0.021815,18
Exchange Bidding,Desktop,186763_3056,0.021738999999999998,28
Ad Exchange,Smartphone,192745_1008,0.021726,52
Exchange Bidding,Desktop,191339_3000,0.021703,83
Exchange Bidding,Smartphone,191608_1011,0.021662999999999998,17
Exchange Bidding,Desktop,191056_3002,0.021341,34
Ad Exchange,Desktop,191654_3015,0.021328,16
Ad Exchange,Tablet,192728_1000,0.021245,11
Ad Exchange,Smartphone,192160_1014,0.021149,30
Ad Exchange,Tablet,192684_1003,0.021093,49
Exchange Bidding,Smartphone,192140_9002,0.021082,40
Exchange Bidding,Desktop,188384_5005,0.021065999999999998,18
Ad Exchange,Smartphone,b48160fd-a001-4c5e-b170-ba819f7c2555,0.021019,30
Ad Exchange,Tablet,190830_1009,0.021009999999999997,5
Exchange Bidding,Tablet,192320_1000,0.020936999999999997,24
Ad Exchange,Tablet,807f0af6-f7c9-4182-ace1-0ce413d39db4,0.020898,10
Ad Exchange,Smartphone,188422_1031,0.020855,24
Exchange Bidding,Smartphone,191637_1002,0.020821,21
Exchange Bidding,Smartphone,192381_2000,0.020762,37
Ad Exchange,Smartphone,192016_1000,0.020683,4
Exchange Bidding,Tablet,192350_2002,0.020641,28
Exchange Bidding,Tablet,191399_1009,0.020632,17
Ad Exchange,Tablet,191637_1002,0.020546,35
Exchange Bidding,Desktop,191929_2005,0.020513999999999998,21
Exchange Bidding,Smartphone,191733_1001,0.020502,10
Exchange Bidding,Smartphone,189499_1015,0.020487,18
Exchange Bidding,Desktop,191235_3148,0.020461,26
Exchange Bidding,Tablet,192671_1001,0.020426999999999997,11
Exchange Bidding,Smartphone,190082_1038,0.020413999999999998,28
Ad Exchange,Smartphone,192081_1000,0.020392999999999998,12
Exchange Bidding,Smartphone,191721_2000,0.020383,3
Ad Exchange,Desktop,191794_3034,0.020208,5
Exchange Bidding,Tablet,191637_1011,0.020183999999999997,23
Exchange Bidding,Smartphone,187084_1245,0.020055999999999997,6
Exchange Bidding,Smartphone,191864_1012,0.020023999999999997,15
Exchange Bidding,Tablet,191590_1007,0.019964,22
Ad Exchange,Tablet,191313_1000,0.019903,12
Exchange Bidding,Desktop,186746_3004,0.019857,17
Exchange Bidding,Smartphone,192196_1020,0.019798,12
